SESION;FECHA;TIPO;BOLETIN;SUMA;DETALLE;DIPUTADO;SEXO;PARTIDO;VOTACION;COMISION;INFORME;TRAMITE;PERIODO
109;28-11-2017;GENERAL;11510-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Indonesia sobre Exención de Visas para Portadores de Pasaportes Diplomáticos, Oficiales y de Servicio, suscrito en Yakarta, el 12 de mayo de 2017;;Campos Jara Cristián;Masculino;PPD;NO VOTA;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
324;28-11-2017;GENERAL;11257-04;Elimina el aporte fiscal indirecto para las instituciones de educación superior, estableciendo una regulación transitoria para el año 2017.;;Girardi Lavín Cristina;Femenino;PPD;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
324;28-11-2017;GENERAL;11257-04;Elimina el aporte fiscal indirecto para las instituciones de educación superior, estableciendo una regulación transitoria para el año 2017.;;Gutiérrez Pino Romilio;Masculino;UDI;ABSTENCION;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11511-10;Aprueba el Acuerdo de Reconocimiento Mutuo de Títulos Profesionales y Grados Académicos de Educación Superior Universitaria entre la República de Chile y el Reino de España y su Anexo 1, suscrito en Santiago, República de Chile, el 23 de junio de 2017;;Hernández Hernández Javier;Masculino;UDI;NO VOTA;Relaciones Exteriores;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
109;28-11-2017;GENERAL;11509-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja sobre el Estatus Legal de la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja en la República de Chile, suscrito en Santiago, Chile, el 30 de noviembre de 2016;;Hernández Hernández Javier;Masculino;UDI;NO VOTA;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11510-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Indonesia sobre Exención de Visas para Portadores de Pasaportes Diplomáticos, Oficiales y de Servicio, suscrito en Yakarta, el 12 de mayo de 2017;;Hernández Hernández Javier;Masculino;UDI;NO VOTA;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11512-10;Aprueba el Acuerdo sobre el Estatus y las Funciones de la Comisión Internacional sobre Personas Desaparecidas, suscrito en Bruselas, el 15 de diciembre de 2014;;Hernández Hernández Javier;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
324;28-11-2017;GENERAL;11257-04;Elimina el aporte fiscal indirecto para las instituciones de educación superior, estableciendo una regulación transitoria para el año 2017.;;Hoffmann Opazo María José;Femenino;UDI;ABSTENCION;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
324;28-11-2017;GENERAL;11257-04;Elimina el aporte fiscal indirecto para las instituciones de educación superior, estableciendo una regulación transitoria para el año 2017.;;Jackson Drago Giorgio;Masculino;RD;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11509-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja sobre el Estatus Legal de la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja en la República de Chile, suscrito en Santiago, Chile, el 30 de noviembre de 2016;;Jarpa Wevar Carlos Abel;Masculino;PR;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11511-10;Aprueba el Acuerdo de Reconocimiento Mutuo de Títulos Profesionales y Grados Académicos de Educación Superior Universitaria entre la República de Chile y el Reino de España y su Anexo 1, suscrito en Santiago, República de Chile, el 23 de junio de 2017;;Jarpa Wevar Carlos Abel;Masculino;PR;A FAVOR;Relaciones Exteriores;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
109;28-11-2017;GENERAL;11510-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Indonesia sobre Exención de Visas para Portadores de Pasaportes Diplomáticos, Oficiales y de Servicio, suscrito en Yakarta, el 12 de mayo de 2017;;Jarpa Wevar Carlos Abel;Masculino;PR;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11512-10;Aprueba el Acuerdo sobre el Estatus y las Funciones de la Comisión Internacional sobre Personas Desaparecidas, suscrito en Bruselas, el 15 de diciembre de 2014;;Jarpa Wevar Carlos Abel;Masculino;PR;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11511-10;Aprueba el Acuerdo de Reconocimiento Mutuo de Títulos Profesionales y Grados Académicos de Educación Superior Universitaria entre la República de Chile y el Reino de España y su Anexo 1, suscrito en Santiago, República de Chile, el 23 de junio de 2017;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Relaciones Exteriores;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
109;28-11-2017;GENERAL;11512-10;Aprueba el Acuerdo sobre el Estatus y las Funciones de la Comisión Internacional sobre Personas Desaparecidas, suscrito en Bruselas, el 15 de diciembre de 2014;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11509-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja sobre el Estatus Legal de la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja en la República de Chile, suscrito en Santiago, Chile, el 30 de noviembre de 2016;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11510-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Indonesia sobre Exención de Visas para Portadores de Pasaportes Diplomáticos, Oficiales y de Servicio, suscrito en Yakarta, el 12 de mayo de 2017;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
324;28-11-2017;GENERAL;11257-04;Elimina el aporte fiscal indirecto para las instituciones de educación superior, estableciendo una regulación transitoria para el año 2017.;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
324;28-11-2017;GENERAL;11257-04;Elimina el aporte fiscal indirecto para las instituciones de educación superior, estableciendo una regulación transitoria para el año 2017.;;Robles Pantoja Alberto;Masculino;PR;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11512-10;Aprueba el Acuerdo sobre el Estatus y las Funciones de la Comisión Internacional sobre Personas Desaparecidas, suscrito en Bruselas, el 15 de diciembre de 2014;;Rocafull López Luis;Masculino;PS;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11511-10;Aprueba el Acuerdo de Reconocimiento Mutuo de Títulos Profesionales y Grados Académicos de Educación Superior Universitaria entre la República de Chile y el Reino de España y su Anexo 1, suscrito en Santiago, República de Chile, el 23 de junio de 2017;;Rocafull López Luis;Masculino;PS;A FAVOR;Relaciones Exteriores;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
109;28-11-2017;GENERAL;11510-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Indonesia sobre Exención de Visas para Portadores de Pasaportes Diplomáticos, Oficiales y de Servicio, suscrito en Yakarta, el 12 de mayo de 2017;;Rocafull López Luis;Masculino;PS;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11509-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja sobre el Estatus Legal de la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja en la República de Chile, suscrito en Santiago, Chile, el 30 de noviembre de 2016;;Rocafull López Luis;Masculino;PS;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11509-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja sobre el Estatus Legal de la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja en la República de Chile, suscrito en Santiago, Chile, el 30 de noviembre de 2016;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11511-10;Aprueba el Acuerdo de Reconocimiento Mutuo de Títulos Profesionales y Grados Académicos de Educación Superior Universitaria entre la República de Chile y el Reino de España y su Anexo 1, suscrito en Santiago, República de Chile, el 23 de junio de 2017;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Relaciones Exteriores;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
109;28-11-2017;GENERAL;11512-10;Aprueba el Acuerdo sobre el Estatus y las Funciones de la Comisión Internacional sobre Personas Desaparecidas, suscrito en Bruselas, el 15 de diciembre de 2014;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11510-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Indonesia sobre Exención de Visas para Portadores de Pasaportes Diplomáticos, Oficiales y de Servicio, suscrito en Yakarta, el 12 de mayo de 2017;;Sabag Villalobos Jorge;Masculino;DC;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
324;28-11-2017;GENERAL;11257-04;Elimina el aporte fiscal indirecto para las instituciones de educación superior, estableciendo una regulación transitoria para el año 2017.;;Vallejo Dowling Camila;Femenino;PC;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
324;28-11-2017;GENERAL;11257-04;Elimina el aporte fiscal indirecto para las instituciones de educación superior, estableciendo una regulación transitoria para el año 2017.;;Venegas Cárdenas Mario;Masculino;DC;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11512-10;Aprueba el Acuerdo sobre el Estatus y las Funciones de la Comisión Internacional sobre Personas Desaparecidas, suscrito en Bruselas, el 15 de diciembre de 2014;;Verdugo Soto Germán;Masculino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11509-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja sobre el Estatus Legal de la Federación Internacional de Sociedades de la Cruz Roja y de la Media Luna Roja en la República de Chile, suscrito en Santiago, Chile, el 30 de noviembre de 2016;;Verdugo Soto Germán;Masculino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11510-10;Aprueba el Acuerdo entre el Gobierno de la República de Chile y el Gobierno de la República de Indonesia sobre Exención de Visas para Portadores de Pasaportes Diplomáticos, Oficiales y de Servicio, suscrito en Yakarta, el 12 de mayo de 2017;;Verdugo Soto Germán;Masculino;RN;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
109;28-11-2017;GENERAL;11511-10;Aprueba el Acuerdo de Reconocimiento Mutuo de Títulos Profesionales y Grados Académicos de Educación Superior Universitaria entre la República de Chile y el Reino de España y su Anexo 1, suscrito en Santiago, República de Chile, el 23 de junio de 2017;;Verdugo Soto Germán;Masculino;RN;A FAVOR;Relaciones Exteriores;Informe de comisión;Disc. insistencia por rechazo de modific. en C. Revisora;2014-2018
175;05-12-2017;GENERAL;11484-11;Traspasa el establecimiento de salud de carácter experimental, Hospital Padre Alberto Hurtado, a la red del Servicio de Salud Metropolitano Sur Oriente y delega facultades para la modificación de las plantas de personal del mencionado Servicio;;Alvarado Ramírez Miguel Ángel;Masculino;PPD;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
139;05-12-2017;GENERAL;11273-03;Regula la creación y funcionamiento de las empresas de beneficio e interés colectivo;;Auth Stewart Pepe;Masculino;IND;A FAVOR;Economía;Primer informe de comisión;Primer trámite constitucional;2014-2018
139;05-12-2017;GENERAL;11273-03;Regula la creación y funcionamiento de las empresas de beneficio e interés colectivo;;Bellolio Avaria Jaime;Masculino;UDI;A FAVOR;Economía;Primer informe de comisión;Primer trámite constitucional;2014-2018
325;05-12-2017;GENERAL;10034-04;Modifica la Ley General de Educación para incorporar en el nivel de enseñanza media contenidos de educación financiera básica.;;Bellolio Avaria Jaime;Masculino;UDI;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
175;05-12-2017;GENERAL;11484-11;Traspasa el establecimiento de salud de carácter experimental, Hospital Padre Alberto Hurtado, a la red del Servicio de Salud Metropolitano Sur Oriente y delega facultades para la modificación de las plantas de personal del mencionado Servicio;;Cariola Oliva Karol;Femenino;PC;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
175;05-12-2017;GENERAL;11484-11;Traspasa el establecimiento de salud de carácter experimental, Hospital Padre Alberto Hurtado, a la red del Servicio de Salud Metropolitano Sur Oriente y delega facultades para la modificación de las plantas de personal del mencionado Servicio;;Castro González Juan Luis;Masculino;PS;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
139;05-12-2017;GENERAL;11273-03;Regula la creación y funcionamiento de las empresas de beneficio e interés colectivo;;Fernández Allende Maya;Femenino;PS;A FAVOR;Economía;Primer informe de comisión;Primer trámite constitucional;2014-2018
325;05-12-2017;GENERAL;10034-04;Modifica la Ley General de Educación para incorporar en el nivel de enseñanza media contenidos de educación financiera básica.;;Girardi Lavín Cristina;Femenino;PPD;NO VOTA;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
325;05-12-2017;GENERAL;10034-04;Modifica la Ley General de Educación para incorporar en el nivel de enseñanza media contenidos de educación financiera básica.;;González Torres Rodrigo;Masculino;PPD;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
175;05-12-2017;GENERAL;11484-11;Traspasa el establecimiento de salud de carácter experimental, Hospital Padre Alberto Hurtado, a la red del Servicio de Salud Metropolitano Sur Oriente y delega facultades para la modificación de las plantas de personal del mencionado Servicio;;Hasbún Selume Gustavo;Masculino;UDI;NO VOTA;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
325;05-12-2017;GENERAL;10034-04;Modifica la Ley General de Educación para incorporar en el nivel de enseñanza media contenidos de educación financiera básica.;;Hoffmann Opazo María José;Femenino;UDI;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
325;05-12-2017;GENERAL;10034-04;Modifica la Ley General de Educación para incorporar en el nivel de enseñanza media contenidos de educación financiera básica.;;Jackson Drago Giorgio;Masculino;RD;NO VOTA;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
139;05-12-2017;GENERAL;11273-03;Regula la creación y funcionamiento de las empresas de beneficio e interés colectivo;;Jarpa Wevar Carlos Abel;Masculino;PR;A FAVOR;Economía;Primer informe de comisión;Primer trámite constitucional;2014-2018
139;05-12-2017;GENERAL;11273-03;Regula la creación y funcionamiento de las empresas de beneficio e interés colectivo;;Kast Sommerhoff Felipe;Masculino;EVOP;A FAVOR;Economía;Primer informe de comisión;Primer trámite constitucional;2014-2018
139;05-12-2017;GENERAL;11273-03;Regula la creación y funcionamiento de las empresas de beneficio e interés colectivo;;Lavín León Joaquín;Masculino;UDI;A FAVOR;Economía;Primer informe de comisión;Primer trámite constitucional;2014-2018
175;05-12-2017;GENERAL;11484-11;Traspasa el establecimiento de salud de carácter experimental, Hospital Padre Alberto Hurtado, a la red del Servicio de Salud Metropolitano Sur Oriente y delega facultades para la modificación de las plantas de personal del mencionado Servicio;;Macaya Danús Javier;Masculino;UDI;NO VOTA;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
139;05-12-2017;GENERAL;11273-03;Regula la creación y funcionamiento de las empresas de beneficio e interés colectivo;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Economía;Primer informe de comisión;Primer trámite constitucional;2014-2018
325;05-12-2017;GENERAL;10034-04;Modifica la Ley General de Educación para incorporar en el nivel de enseñanza media contenidos de educación financiera básica.;;Poblete Zapata Roberto;Masculino;IND;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
325;05-12-2017;GENERAL;10034-04;Modifica la Ley General de Educación para incorporar en el nivel de enseñanza media contenidos de educación financiera básica.;;Provoste Campillay Yasna;Femenino;DC;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
175;05-12-2017;GENERAL;11484-11;Traspasa el establecimiento de salud de carácter experimental, Hospital Padre Alberto Hurtado, a la red del Servicio de Salud Metropolitano Sur Oriente y delega facultades para la modificación de las plantas de personal del mencionado Servicio;;Rathgeb Schifferli Jorge;Masculino;RN;NO VOTA;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
325;05-12-2017;GENERAL;10034-04;Modifica la Ley General de Educación para incorporar en el nivel de enseñanza media contenidos de educación financiera básica.;;Robles Pantoja Alberto;Masculino;PR;NO VOTA;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
175;05-12-2017;GENERAL;11484-11;Traspasa el establecimiento de salud de carácter experimental, Hospital Padre Alberto Hurtado, a la red del Servicio de Salud Metropolitano Sur Oriente y delega facultades para la modificación de las plantas de personal del mencionado Servicio;;Rubilar Barahona Karla;Femenino;IND;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
175;05-12-2017;GENERAL;11484-11;Traspasa el establecimiento de salud de carácter experimental, Hospital Padre Alberto Hurtado, a la red del Servicio de Salud Metropolitano Sur Oriente y delega facultades para la modificación de las plantas de personal del mencionado Servicio;;Torres Jeldes Víctor;Masculino;DC;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
139;05-12-2017;GENERAL;11273-03;Regula la creación y funcionamiento de las empresas de beneficio e interés colectivo;;Tuma Zedan Joaquín;Masculino;PPD;A FAVOR;Economía;Primer informe de comisión;Primer trámite constitucional;2014-2018
139;05-12-2017;GENERAL;11273-03;Regula la creación y funcionamiento de las empresas de beneficio e interés colectivo;;Van Rysselberghe Herrera Enrique;Masculino;UDI;A FAVOR;Economía;Primer informe de comisión;Primer trámite constitucional;2014-2018
325;05-12-2017;GENERAL;10034-04;Modifica la Ley General de Educación para incorporar en el nivel de enseñanza media contenidos de educación financiera básica.;;Venegas Cárdenas Mario;Masculino;DC;A FAVOR;Educación;Cuenta de primer informe de comisión;Segundo trámite constitucional;2014-2018
173;06-12-2017;GENERAL;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Aguiló Melo Sergio;Masculino;IC;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;PARTICULAR ARTICULO;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Aguiló Melo Sergio;Masculino;IC;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;PARTICULAR ARTICULO;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Arriagada Macaya Claudio;Masculino;DC;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;GENERAL;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Arriagada Macaya Claudio;Masculino;DC;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;GENERAL;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Becker Alvear Germán;Masculino;RN;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;PARTICULAR ARTICULO;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Becker Alvear Germán;Masculino;RN;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;GENERAL;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Berger Fett Bernardo;Masculino;RN;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;PARTICULAR ARTICULO;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Berger Fett Bernardo;Masculino;RN;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;PARTICULAR ARTICULO;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Chávez Velásquez Marcelo;Masculino;DC;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;GENERAL;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Chávez Velásquez Marcelo;Masculino;DC;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;PARTICULAR ARTICULO;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;GENERAL;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Farías Ponce Ramón;Masculino;PPD;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;PARTICULAR ARTICULO;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Morales Muñoz Celso;Masculino;UDI;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;GENERAL;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Morales Muñoz Celso;Masculino;UDI;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;PARTICULAR ARTICULO;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Ojeda Uribe Sergio;Masculino;DC;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;GENERAL;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Ojeda Uribe Sergio;Masculino;DC;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;PARTICULAR ARTICULO;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Sandoval Plaza David;Masculino;UDI;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
173;06-12-2017;GENERAL;11525-06;Modifica la ley Nº 18.700, orgánica constitucional sobre Votaciones Populares y Escrutinios, en materia de funcionamiento de los colegios escrutadores especiales;;Sandoval Plaza David;Masculino;UDI;A FAVOR;Gobierno Interior;Primer informe de comisión;Primer trámite constitucional;2014-2018
177;12-12-2017;GENERAL;11327-11;Modifica el Código sanitario para incorporar y regular el uso medicinal de productos derivados de cannabis;;Alvarado Ramírez Miguel Ángel;Masculino;PPD;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
177;12-12-2017;GENERAL;11327-11;Modifica el Código sanitario para incorporar y regular el uso medicinal de productos derivados de cannabis;;Arriagada Macaya Claudio;Masculino;DC;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
177;12-12-2017;GENERAL;11327-11;Modifica el Código sanitario para incorporar y regular el uso medicinal de productos derivados de cannabis;;Cariola Oliva Karol;Femenino;PC;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
177;12-12-2017;GENERAL;11327-11;Modifica el Código sanitario para incorporar y regular el uso medicinal de productos derivados de cannabis;;Castro González Juan Luis;Masculino;PS;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
177;12-12-2017;GENERAL;11327-11;Modifica el Código sanitario para incorporar y regular el uso medicinal de productos derivados de cannabis;;Hasbún Selume Gustavo;Masculino;UDI;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
177;12-12-2017;GENERAL;11327-11;Modifica el Código sanitario para incorporar y regular el uso medicinal de productos derivados de cannabis;;Hernando Pérez Marcela;Femenino;PR;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
111;12-12-2017;GENERAL;11528-10;Aprueba el Convenio entre el Gobierno de la República de Chile y el Gobierno de la República Oriental del Uruguay para Eliminar la Doble Imposición con Relación a los Impuestos sobre la Renta y sobre el Patrimonio y para Prevenir la Evasión y Elusión Fiscal y su Protocolo, suscritos en Montevideo, República Oriental del Uruguay, el 1 de abril de 2016;;Kort Garriga Issa;Masculino;UDI;A FAVOR;Relaciones Exteriores;Primer informe de comisión;Primer trámite constitucional;2014-2018
177;12-12-2017;GENERAL;11327-11;Modifica el Código sanitario para incorporar y regular el uso medicinal de productos derivados de cannabis;;Macaya Danús Javier;Masculino;UDI;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
177;12-12-2017;GENERAL;11327-11;Modifica el Código sanitario para incorporar y regular el uso medicinal de productos derivados de cannabis;;Núñez Lozano Marco Antonio;Masculino;PPD;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
177;12-12-2017;GENERAL;11327-11;Modifica el Código sanitario para incorporar y regular el uso medicinal de productos derivados de cannabis;;Rathgeb Schifferli Jorge;Masculino;RN;A FAVOR;Salud;Primer informe de comisión;Primer trámite constitucional;2014-2018
